subject.no,group,condition,question.no,question.type,est1,est2,conf1,conf2,true.values,log.true.values,log.tr.est1,log.tr.est2,tr.est1,tr.est2,log.change.est,abs.log.change.est
18247,42,C,3,unbounded,2000,2000,1,1,2723,7.909489493,0.039014785,0.039014785,0.265515975,0.265515975,0,0
20330,42,C,3,unbounded,320,320,2,2,2723,7.909489493,0.270708811,0.270708811,0.882482556,0.882482556,0,0
21726,42,C,3,unbounded,100,100,2,2,2723,7.909489493,0.417766445,0.417766445,0.963275799,0.963275799,0,0
22101,42,C,3,unbounded,1500,1500,2,2,2723,7.909489493,0.075386548,0.075386548,0.449136981,0.449136981,0,0
22659,42,C,3,unbounded,1300,1300,2,2,2723,7.909489493,0.093478846,0.093478846,0.522585384,0.522585384,0,0
23065,42,C,3,unbounded,1560,1560,2,2,2723,7.909489493,0.070427857,0.070427857,0.427102461,0.427102461,0,0
24486,42,C,3,unbounded,5000,5000,3,3,2723,7.909489493,0.076832228,0.076832228,0.836210062,0.836210062,0,0
26396,42,C,3,unbounded,1400,1400,2,2,2723,7.909489493,0.084109345,0.084109345,0.485861183,0.485861183,0,0
26841,43,C,3,unbounded,1000,1000,1,1,2723,7.909489493,0.126649667,0.126649667,0.632757988,0.632757988,0,0
26945,43,C,3,unbounded,4000,4000,3,3,2723,7.909489493,0.048620097,0.048620097,0.46896805,0.46896805,0,0
27002,43,C,3,unbounded,12000,12000,1,1,2723,7.909489493,0.187518099,0.187518099,3.40690415,3.40690415,0,0
27087,43,C,3,unbounded,895,895,1,1,2723,7.909489493,0.14067479,0.14067479,0.671318399,0.671318399,0,0
27184,43,C,3,unbounded,1.00E+05,1.00E+05,1,1,2723,7.909489493,0.455583888,0.455583888,35.72420125,35.72420125,0,0
27483,43,C,3,unbounded,8000,8000,1,1,2723,7.909489493,0.136254979,0.136254979,1.9379361,1.9379361,0,0
27635,43,C,3,unbounded,500,500,1,1,2723,7.909489493,0.21428455,0.21428455,0.816378994,0.816378994,0,0
27722,43,C,3,unbounded,2.70E+07,2.70E+07,2,2,2723,7.909489493,1.163394672,1.163394672,9914.534337,9914.534337,0,0
27829,43,C,3,unbounded,1200,1200,1,1,2723,7.909489493,0.103598678,0.103598678,0.559309585,0.559309585,0,0
28218,43,C,3,unbounded,800,800,2,2,2723,7.909489493,0.154861798,0.154861798,0.70620639,0.70620639,0,0
28489,44,C,3,unbounded,1776,1776,3,3,2723,7.909489493,0.054032636,0.054032636,0.347778186,0.347778186,0,0
29088,44,C,3,unbounded,5280,5280,1,1,2723,7.909489493,0.083721191,0.083721191,0.939037826,0.939037826,0,0
29147,44,C,3,unbounded,400,400,1,1,2723,7.909489493,0.24249668,0.24249668,0.853103195,0.853103195,0,0
29333,44,C,3,unbounded,1000,1000,1,1,2723,7.909489493,0.126649667,0.126649667,0.632757988,0.632757988,0,0
29481,44,C,3,unbounded,200,200,1,1,2723,7.909489493,0.330131563,0.330131563,0.926551598,0.926551598,0,0
29534,44,C,3,unbounded,10000.28,10000.28,4,4,2723,7.909489493,0.16447065,0.16447065,2.672522953,2.672522953,0,0
29574,44,C,3,unbounded,2000,2000,1,1,2723,7.909489493,0.039014785,0.039014785,0.265515975,0.265515975,0,0
29712,44,C,3,unbounded,750,750,1,1,2723,7.909489493,0.16302143,0.16302143,0.724568491,0.724568491,0,0
30024,44,C,3,unbounded,12000,12000,1,1,2723,7.909489493,0.187518099,0.187518099,3.40690415,3.40690415,0,0
30123,44,C,3,unbounded,6000,6000,3,3,2723,7.909489493,0.099883217,0.099883217,1.203452075,1.203452075,0,0
30159,45,C,3,unbounded,1800,1800,2,2,2723,7.909489493,0.052335558,0.052335558,0.338964378,0.338964378,0,0
30176,45,C,3,unbounded,500,500,1,1,2723,7.909489493,0.21428455,0.21428455,0.816378994,0.816378994,0,0
30308,45,C,3,unbounded,15000,15000,1,1,2723,7.909489493,0.21573023,0.21573023,4.508630187,4.508630187,0,0
30524,45,C,3,unbounded,540,540,3,3,2723,7.909489493,0.204554334,0.204554334,0.801689313,0.801689313,0,0
30580,45,C,3,unbounded,2000,2000,2,2,2723,7.909489493,0.039014785,0.039014785,0.265515975,0.265515975,0,0
30666,45,C,3,unbounded,5000,5000,2,2,2723,7.909489493,0.076832228,0.076832228,0.836210062,0.836210062,0,0
30737,45,C,3,unbounded,400,400,2,2,2723,7.909489493,0.24249668,0.24249668,0.853103195,0.853103195,0,0
30900,45,C,3,unbounded,800,800,1,1,2723,7.909489493,0.154861798,0.154861798,0.70620639,0.70620639,0,0
31181,45,C,3,unbounded,360,360,2,2,2723,7.909489493,0.255817454,0.255817454,0.867792876,0.867792876,0,0
31233,45,C,3,unbounded,2000,2000,2,2,2723,7.909489493,0.039014785,0.039014785,0.265515975,0.265515975,0,0
31277,46,C,3,unbounded,1440,1440,3,3,2723,7.909489493,0.080547689,0.080547689,0.471171502,0.471171502,0,0
31383,46,C,3,unbounded,3000,3000,2,2,2723,7.909489493,0.012248335,0.012248335,0.101726037,0.101726037,0,0
31440,46,C,3,unbounded,2000,2000,2,2,2723,7.909489493,0.039014785,0.039014785,0.265515975,0.265515975,0,0
31472,46,C,3,unbounded,330,330,3,3,2723,7.909489493,0.266818338,0.266818338,0.878810136,0.878810136,0,0
31527,46,C,3,unbounded,37000,37000,2,2,2723,7.909489493,0.329880165,0.329880165,12.58795446,12.58795446,0,0
31629,46,C,3,unbounded,2700,2700,3,3,2723,7.909489493,0.001072438,0.001072438,0.008446566,0.008446566,0,0
31690,46,C,3,unbounded,8,8,2,2,2723,7.909489493,0.737095353,0.737095353,0.997062064,0.997062064,0,0
31733,46,C,3,unbounded,20000,20000,1,1,2723,7.909489493,0.252101992,0.252101992,6.34484025,6.34484025,0,0
31762,46,C,3,unbounded,4000,4000,2,2,2723,7.909489493,0.048620097,0.048620097,0.46896805,0.46896805,0,0
31887,46,C,3,unbounded,1,1,1,1,2723,7.909489493,1,1,0.999632758,0.999632758,0,0
31908,47,C,3,unbounded,398,398,1,1,2723,7.909489493,0.243130418,0.243130418,0.853837679,0.853837679,0,0
31937,47,C,3,unbounded,8500,8500,2,2,2723,7.909489493,0.143919775,0.143919775,2.121557106,2.121557106,0,0
32012,47,C,3,unbounded,2000,2000,1,1,2723,7.909489493,0.039014785,0.039014785,0.265515975,0.265515975,0,0
32391,47,C,3,unbounded,5000,5000,2,2,2723,7.909489493,0.076832228,0.076832228,0.836210062,0.836210062,0,0
32424,47,C,3,unbounded,3455,3455,2,2,2723,7.909489493,0.030101594,0.030101594,0.268821153,0.268821153,0,0
32643,47,C,3,unbounded,6000,6000,1,1,2723,7.909489493,0.099883217,0.099883217,1.203452075,1.203452075,0,0
32709,47,C,3,unbounded,1200,1200,1,1,2723,7.909489493,0.103598678,0.103598678,0.559309585,0.559309585,0,0
32953,47,C,3,unbounded,4000,4000,1,1,2723,7.909489493,0.048620097,0.048620097,0.46896805,0.46896805,0,0
32970,47,C,3,unbounded,5000,5000,1,1,2723,7.909489493,0.076832228,0.076832228,0.836210062,0.836210062,0,0
33086,47,C,3,unbounded,1250,1250,1,1,2723,7.909489493,0.098437537,0.098437537,0.540947484,0.540947484,0,0
33168,48,C,3,unbounded,1200,1200,2,2,2723,7.909489493,0.103598678,0.103598678,0.559309585,0.559309585,0,0
33193,48,C,3,unbounded,200,200,3,3,2723,7.909489493,0.330131563,0.330131563,0.926551598,0.926551598,0,0
33235,48,C,3,unbounded,15000,15000,3,3,2723,7.909489493,0.21573023,0.21573023,4.508630187,4.508630187,0,0
33318,48,C,3,unbounded,1000,1000,1,1,2723,7.909489493,0.126649667,0.126649667,0.632757988,0.632757988,0,0
33787,48,C,3,unbounded,8000,8000,1,1,2723,7.909489493,0.136254979,0.136254979,1.9379361,1.9379361,0,0
33819,48,C,3,unbounded,800,800,1,1,2723,7.909489493,0.154861798,0.154861798,0.70620639,0.70620639,0,0
33876,48,C,3,unbounded,1870,1870,2,2,2723,7.909489493,0.047512015,0.047512015,0.313257437,0.313257437,0,0
33877,48,C,3,unbounded,3000,3000,2,2,2723,7.909489493,0.012248335,0.012248335,0.101726037,0.101726037,0,0
34086,48,C,3,unbounded,2500,2500,2,2,2723,7.909489493,0.010802654,0.010802654,0.081894969,0.081894969,0,0
34112,48,C,3,unbounded,1000,1000,1,1,2723,7.909489493,0.126649667,0.126649667,0.632757988,0.632757988,0,0
34154,49,C,3,unbounded,3,3,1,1,2723,7.909489493,0.861101998,0.861101998,0.998898274,0.998898274,0,0
34420,49,C,3,unbounded,3,3,2,2,2723,7.909489493,0.861101998,0.861101998,0.998898274,0.998898274,0,0
34456,49,C,3,unbounded,500,500,2,2,2723,7.909489493,0.21428455,0.21428455,0.816378994,0.816378994,0,0
34466,49,C,3,unbounded,3000,3000,2,2,2723,7.909489493,0.012248335,0.012248335,0.101726037,0.101726037,0,0
34472,49,C,3,unbounded,1500,1500,1,1,2723,7.909489493,0.075386548,0.075386548,0.449136981,0.449136981,0,0
34516,49,C,3,unbounded,5230,5230,1,1,2723,7.909489493,0.082518229,0.082518229,0.920675725,0.920675725,0,0
34543,49,C,3,unbounded,3000,3000,2,2,2723,7.909489493,0.012248335,0.012248335,0.101726037,0.101726037,0,0
34547,49,C,3,unbounded,500,500,2,2,2723,7.909489493,0.21428455,0.21428455,0.816378994,0.816378994,0,0
34558,49,C,3,unbounded,38,38,1,1,2723,7.909489493,0.54009849,0.54009849,0.986044804,0.986044804,0,0
34565,49,C,3,unbounded,3548,3548,2,2,2723,7.909489493,0.033459789,0.033459789,0.30297466,0.30297466,0,0
34726,40,C,4,unbounded,9.00E+06,9.00E+06,1,1,7825200,15.87285985,0.008812229,0.008812229,0.150130348,0.150130348,0,0
30566,40,C,4,unbounded,6500000,6500000,2,2,7825200,15.87285985,0.011689583,0.011689583,0.169350304,0.169350304,0,0
34361,40,C,4,unbounded,4.00E+06,4.00E+06,2,2,7825200,15.87285985,0.042276876,0.042276876,0.488830956,0.488830956,0,0
29228,40,C,4,unbounded,3.00E+06,3.00E+06,1,1,7825200,15.87285985,0.060401025,0.060401025,0.616623217,0.616623217,0,0
30000,40,C,4,unbounded,2.00E+06,2.00E+06,1,1,7825200,15.87285985,0.085945578,0.085945578,0.744415478,0.744415478,0,0
26013,40,C,4,unbounded,8.00E+06,8.00E+06,1,1,7825200,15.87285985,0.001391825,0.001391825,0.022338087,0.022338087,0,0
30678,40,C,4,unbounded,3.00E+06,3.00E+06,1,1,7825200,15.87285985,0.060401025,0.060401025,0.616623217,0.616623217,0,0
31554,40,C,4,unbounded,4200000,4200000,1,1,7825200,15.87285985,0.039203066,0.039203066,0.463272504,0.463272504,0,0
28718,40,C,4,unbounded,8.00E+06,8.00E+06,1,1,7825200,15.87285985,0.001391825,0.001391825,0.022338087,0.022338087,0,0
32645,40,C,4,unbounded,5.00E+06,5.00E+06,2,2,7825200,15.87285985,0.028218694,0.028218694,0.361038695,0.361038695,0,0
30521,41,C,4,unbounded,7500000,7500000,2,2,7825200,15.87285985,0.002674142,0.002674142,0.041558043,0.041558043,0,0
23189,41,C,4,unbounded,1.00E+07,1.00E+07,2,2,7825200,15.87285985,0.015450007,0.015450007,0.277922609,0.277922609,0,0
33084,41,C,4,unbounded,6500000,6500000,2,2,7825200,15.87285985,0.011689583,0.011689583,0.169350304,0.169350304,0,0
34606,41,C,4,unbounded,0,0,0,0,7825200,15.87285985,NA,NA,1,1,NA,NA
34103,41,C,4,unbounded,1500000,1500000,1,1,7825200,15.87285985,0.104069727,0.104069727,0.808311609,0.808311609,0,0
32741,41,C,4,unbounded,6.00E+06,6.00E+06,2,2,7825200,15.87285985,0.016732324,0.016732324,0.233246435,0.233246435,0,0
24997,41,C,4,unbounded,8.00E+05,8.00E+05,3,3,7825200,15.87285985,0.143672462,0.143672462,0.897766191,0.897766191,0,0
34798,41,C,4,unbounded,0,0,0,0,7825200,15.87285985,NA,NA,1,1,NA,NA
386,41,C,4,unbounded,5.00E+06,5.00E+06,1,1,7825200,15.87285985,0.028218694,0.028218694,0.361038695,0.361038695,0,0
741,41,C,4,unbounded,7.00E+09,7.00E+09,2,2,7825200,15.87285985,0.428172125,0.428172125,893.5458263,893.5458263,0,0
10743,42,C,4,unbounded,5.00E+07,5.00E+07,1,1,7825200,15.87285985,0.116845592,0.116845592,5.389613045,5.389613045,0,0
15312,42,C,4,unbounded,1.1,1.1,1,1,7825200,15.87285985,0.9939954,0.9939954,0.999999859,0.999999859,0,0
18247,42,C,4,unbounded,4200000,4200000,2,2,7825200,15.87285985,0.039203066,0.039203066,0.463272504,0.463272504,0,0
20330,42,C,4,unbounded,5.00E+07,5.00E+07,2,2,7825200,15.87285985,0.116845592,0.116845592,5.389613045,5.389613045,0,0
21726,42,C,4,unbounded,2.00E+05,2.00E+05,2,2,7825200,15.87285985,0.231009865,0.231009865,0.974441548,0.974441548,0,0
22101,42,C,4,unbounded,1.10E+07,1.10E+07,2,2,7825200,15.87285985,0.021454607,0.021454607,0.40571487,0.40571487,0,0
22659,42,C,4,unbounded,6500000,6500000,2,2,7825200,15.87285985,0.011689583,0.011689583,0.169350304,0.169350304,0,0
23065,42,C,4,unbounded,6200000,6200000,2,2,7825200,15.87285985,0.014666544,0.014666544,0.207687982,0.207687982,0,0
24486,42,C,4,unbounded,7.00E+06,7.00E+06,2,2,7825200,15.87285985,0.007020735,0.007020735,0.105454174,0.105454174,0,0
26396,42,C,4,unbounded,7.00E+06,7.00E+06,2,2,7825200,15.87285985,0.007020735,0.007020735,0.105454174,0.105454174,0,0
26841,43,C,4,unbounded,1.00E+07,1.00E+07,2,2,7825200,15.87285985,0.015450007,0.015450007,0.277922609,0.277922609,0,0
26945,43,C,4,unbounded,4500000,4500000,3,3,7825200,15.87285985,0.034856472,0.034856472,0.424934826,0.424934826,0,0
27002,43,C,4,unbounded,8.00E+06,8.00E+06,1,1,7825200,15.87285985,0.001391825,0.001391825,0.022338087,0.022338087,0,0
27087,43,C,4,unbounded,1.60E+07,1.60E+07,1,1,7825200,15.87285985,0.045060527,0.045060527,1.044676174,1.044676174,0,0
27184,43,C,4,unbounded,3.00E+06,3.00E+06,3,3,7825200,15.87285985,0.060401025,0.060401025,0.616623217,0.616623217,0,0
27483,43,C,4,unbounded,4.00E+06,4.00E+06,1,1,7825200,15.87285985,0.042276876,0.042276876,0.488830956,0.488830956,0,0
27635,43,C,4,unbounded,275000,275000,1,1,7825200,15.87285985,0.210947082,0.210947082,0.964857128,0.964857128,0,0
27722,43,C,4,unbounded,600,600,1,1,7825200,15.87285985,0.59698947,0.59698947,0.999923325,0.999923325,0,0
27829,43,C,4,unbounded,4.00E+06,4.00E+06,2,2,7825200,15.87285985,0.042276876,0.042276876,0.488830956,0.488830956,0,0
28218,43,C,4,unbounded,4.00E+06,4.00E+06,2,2,7825200,15.87285985,0.042276876,0.042276876,0.488830956,0.488830956,0,0
28489,44,C,4,unbounded,8.00E+07,8.00E+07,3,3,7825200,15.87285985,0.146456112,0.146456112,9.223380872,9.223380872,0,0
29088,44,C,4,unbounded,5.00E+06,5.00E+06,1,1,7825200,15.87285985,0.028218694,0.028218694,0.361038695,0.361038695,0,0
29147,44,C,4,unbounded,1.00E+06,1.00E+06,1,1,7825200,15.87285985,0.12961428,0.12961428,0.872207739,0.872207739,0,0
29333,44,C,4,unbounded,5.00E+05,5.00E+05,1,1,7825200,15.87285985,0.173282981,0.173282981,0.93610387,0.93610387,0,0
29481,44,C,4,unbounded,750000,750000,2,2,7825200,15.87285985,0.147738428,0.147738428,0.904155804,0.904155804,0,0
29534,44,C,4,unbounded,2.00E+07,2.00E+07,3,3,7825200,15.87285985,0.059118709,0.059118709,1.555845218,1.555845218,0,0
29574,44,C,4,unbounded,4.00E+06,4.00E+06,1,1,7825200,15.87285985,0.042276876,0.042276876,0.488830956,0.488830956,0,0
29712,44,C,4,unbounded,1200000,1200000,1,1,7825200,15.87285985,0.118127909,0.118127909,0.846649287,0.846649287,0,0
30024,44,C,4,unbounded,3.00E+06,3.00E+06,1,1,7825200,15.87285985,0.060401025,0.060401025,0.616623217,0.616623217,0,0
30123,44,C,4,unbounded,23459000,23459000,1,1,7825200,15.87285985,0.06916869,0.06916869,1.997878648,1.997878648,0,0
30159,45,C,4,unbounded,1.30E+07,1.30E+07,2,2,7825200,15.87285985,0.031979118,0.031979118,0.661299392,0.661299392,0,0
30176,45,C,4,unbounded,1.00E+07,1.00E+07,2,2,7825200,15.87285985,0.015450007,0.015450007,0.277922609,0.277922609,0,0
30308,45,C,4,unbounded,3600000,3600000,1,1,7825200,15.87285985,0.048914654,0.048914654,0.539947861,0.539947861,0,0
30524,45,C,4,unbounded,6.00E+06,6.00E+06,3,3,7825200,15.87285985,0.016732324,0.016732324,0.233246435,0.233246435,0,0
30580,45,C,4,unbounded,5.00E+06,5.00E+06,2,2,7825200,15.87285985,0.028218694,0.028218694,0.361038695,0.361038695,0,0
30666,45,C,4,unbounded,1231231,1231231,1,1,7825200,15.87285985,0.116509238,0.116509238,0.842658207,0.842658207,0,0
30737,45,C,4,unbounded,1.00E+07,1.00E+07,1,1,7825200,15.87285985,0.015450007,0.015450007,0.277922609,0.277922609,0,0
30900,45,C,4,unbounded,1.00E+08,1.00E+08,1,1,7825200,15.87285985,0.160514294,0.160514294,11.77922609,11.77922609,0,0
31181,45,C,4,unbounded,9.00E+10,9.00E+10,1,1,7825200,15.87285985,0.589069376,0.589069376,11500.30348,11500.30348,0,0
31233,45,C,4,unbounded,1500000,1500000,2,2,7825200,15.87285985,0.104069727,0.104069727,0.808311609,0.808311609,0,0
31277,46,C,4,unbounded,2.00E+06,2.00E+06,3,3,7825200,15.87285985,0.085945578,0.085945578,0.744415478,0.744415478,0,0
31383,46,C,4,unbounded,8250000,8250000,2,2,7825200,15.87285985,0.003330459,0.003330459,0.054286152,0.054286152,0,0
31440,46,C,4,unbounded,2.00E+06,2.00E+06,2,2,7825200,15.87285985,0.085945578,0.085945578,0.744415478,0.744415478,0,0
31472,46,C,4,unbounded,1.00E+07,1.00E+07,3,3,7825200,15.87285985,0.015450007,0.015450007,0.277922609,0.277922609,0,0
31527,46,C,4,unbounded,3.60E+07,3.60E+07,1,1,7825200,15.87285985,0.096149633,0.096149633,3.600521392,3.600521392,0,0
31629,46,C,4,unbounded,2.00E+06,2.00E+06,2,2,7825200,15.87285985,0.085945578,0.085945578,0.744415478,0.744415478,0,0
31690,46,C,4,unbounded,2.00E+06,2.00E+06,1,1,7825200,15.87285985,0.085945578,0.085945578,0.744415478,0.744415478,0,0
31733,46,C,4,unbounded,7.00E+06,7.00E+06,2,2,7825200,15.87285985,0.007020735,0.007020735,0.105454174,0.105454174,0,0
31762,46,C,4,unbounded,1.00E+06,1.00E+06,2,2,7825200,15.87285985,0.12961428,0.12961428,0.872207739,0.872207739,0,0
31887,46,C,4,unbounded,8.00E+06,8.00E+06,1,1,7825200,15.87285985,0.001391825,0.001391825,0.022338087,0.022338087,0,0
31908,47,C,4,unbounded,6211354,6211354,2,2,7825200,15.87285985,0.014551277,0.014551277,0.206237029,0.206237029,0,0
31937,47,C,4,unbounded,25853000,25853000,2,2,7825200,15.87285985,0.075290613,0.075290613,2.303813321,2.303813321,0,0
32012,47,C,4,unbounded,1.00E+07,1.00E+07,1,1,7825200,15.87285985,0.015450007,0.015450007,0.277922609,0.277922609,0,0
32391,47,C,4,unbounded,1.50E+07,1.50E+07,2,2,7825200,15.87285985,0.04099456,0.04099456,0.916883914,0.916883914,0,0
32424,47,C,4,unbounded,6.00E+06,6.00E+06,2,2,7825200,15.87285985,0.016732324,0.016732324,0.233246435,0.233246435,0,0
32643,47,C,4,unbounded,5.00E+08,5.00E+08,1,1,7825200,15.87285985,0.261909879,0.261909879,62.89613045,62.89613045,0,0
32709,47,C,4,unbounded,1.00E+07,1.00E+07,2,2,7825200,15.87285985,0.015450007,0.015450007,0.277922609,0.277922609,0,0
32953,47,C,4,unbounded,2.00E+06,2.00E+06,1,1,7825200,15.87285985,0.085945578,0.085945578,0.744415478,0.744415478,0,0
32970,47,C,4,unbounded,2.00E+06,2.00E+06,1,1,7825200,15.87285985,0.085945578,0.085945578,0.744415478,0.744415478,0,0
33086,47,C,4,unbounded,10628,10628,1,1,7825200,15.87285985,0.415905678,0.415905678,0.998641824,0.998641824,0,0
33168,48,C,4,unbounded,1400000,1400000,1,1,7825200,15.87285985,0.10841632,0.10841632,0.821090835,0.821090835,0,0
33193,48,C,4,unbounded,1.50E+07,1.50E+07,3,3,7825200,15.87285985,0.04099456,0.04099456,0.916883914,0.916883914,0,0
33235,48,C,4,unbounded,3.00E+09,3.00E+09,3,3,7825200,15.87285985,0.374791835,0.374791835,382.3767827,382.3767827,0,0
33318,48,C,4,unbounded,12500000,12500000,1,1,7825200,15.87285985,0.029508189,0.029508189,0.597403261,0.597403261,0,0
33787,48,C,4,unbounded,50000,50000,1,1,7825200,15.87285985,0.318347268,0.318347268,0.993610387,0.993610387,0,0
33819,48,C,4,unbounded,5.00E+05,5.00E+05,1,1,7825200,15.87285985,0.173282981,0.173282981,0.93610387,0.93610387,0,0
33876,48,C,4,unbounded,1500000,1500000,2,2,7825200,15.87285985,0.104069727,0.104069727,0.808311609,0.808311609,0,0
33877,48,C,4,unbounded,300562412,300562412,1,1,7825200,15.87285985,0.229845545,0.229845545,37.40955017,37.40955017,0,0
34086,48,C,4,unbounded,5.00E+06,5.00E+06,2,2,7825200,15.87285985,0.028218694,0.028218694,0.361038695,0.361038695,0,0
34112,48,C,4,unbounded,3.00E+06,3.00E+06,1,1,7825200,15.87285985,0.060401025,0.060401025,0.616623217,0.616623217,0,0
34154,49,C,4,unbounded,15000,15000,1,1,7825200,15.87285985,0.3941983,0.3941983,0.998083116,0.998083116,0,0
34420,49,C,4,unbounded,5.00E+07,5.00E+07,2,2,7825200,15.87285985,0.116845592,0.116845592,5.389613045,5.389613045,0,0
34456,49,C,4,unbounded,1.00E+06,1.00E+06,1,1,7825200,15.87285985,0.12961428,0.12961428,0.872207739,0.872207739,0,0
34466,49,C,4,unbounded,1.20E+07,1.20E+07,2,2,7825200,15.87285985,0.026936378,0.026936378,0.533507131,0.533507131,0,0
34472,49,C,4,unbounded,6.00E+06,6.00E+06,1,1,7825200,15.87285985,0.016732324,0.016732324,0.233246435,0.233246435,0,0
34516,49,C,4,unbounded,6.00E+05,6.00E+05,1,1,7825200,15.87285985,0.16179661,0.16179661,0.923324643,0.923324643,0,0
34543,49,C,4,unbounded,1.00E+06,1.00E+06,1,1,7825200,15.87285985,0.12961428,0.12961428,0.872207739,0.872207739,0,0
34547,49,C,4,unbounded,2.00E+06,2.00E+06,1,1,7825200,15.87285985,0.085945578,0.085945578,0.744415478,0.744415478,0,0
34558,49,C,4,unbounded,1.5,1.5,1,1,7825200,15.87285985,0.974455447,0.974455447,0.999999808,0.999999808,0,0
34565,49,C,4,unbounded,1.20E+08,1.20E+08,2,2,7825200,15.87285985,0.172000665,0.172000665,14.33507131,14.33507131,0,0
34726,40,C,5,unbounded,8790,8790,1,1,24901.4611,10.12268176,0.10286916,0.10286916,0.647008665,0.647008665,0,0
30566,40,C,5,unbounded,3.00E+05,3.00E+05,3,3,24901.4611,10.12268176,0.245869232,0.245869232,11.04748584,11.04748584,0,0
34361,40,C,5,unbounded,25000,25000,1,1,24901.4611,10.12268176,0.000390148,0.000390148,0.003957153,0.003957153,0,0
29228,40,C,5,unbounded,25000,25000,1,1,24901.4611,10.12268176,0.000390148,0.000390148,0.003957153,0.003957153,0,0
30000,40,C,5,unbounded,10000,10000,1,1,24901.4611,10.12268176,0.090128427,0.090128427,0.598417139,0.598417139,0,0
26013,40,C,5,unbounded,12000,12000,2,2,24901.4611,10.12268176,0.072117236,0.072117236,0.518100566,0.518100566,0,0
30678,40,C,5,unbounded,3.00E+07,3.00E+07,1,1,24901.4611,10.12268176,0.700805019,0.700805019,1203.748584,1203.748584,0,0
31554,40,C,5,unbounded,8.00E+06,8.00E+06,1,1,24901.4611,10.12268176,0.570231336,0.570231336,320.2662891,320.2662891,0,0
28718,40,C,5,unbounded,0,0,0,0,24901.4611,10.12268176,NA,NA,1,1,NA,NA
32645,40,C,5,unbounded,5.00E+06,5.00E+06,1,1,24901.4611,10.12268176,0.523800593,0.523800593,199.7914307,199.7914307,0,0
30521,41,C,5,unbounded,12000,12000,3,3,24901.4611,10.12268176,0.072117236,0.072117236,0.518100566,0.518100566,0,0
23189,41,C,5,unbounded,25000,25000,2,2,24901.4611,10.12268176,0.000390148,0.000390148,0.003957153,0.003957153,0,0
33084,41,C,5,unbounded,12000,12000,2,2,24901.4611,10.12268176,0.072117236,0.072117236,0.518100566,0.518100566,0,0
